,artist_id,artist_name,track_name,track_popularity,track_uri,track_number
159,7iWiAD5LLKyiox2grgfmUT,Bullet For My Valentine,Waking the Demon,48,spotify:track:0k6wiMT26Wc3K4B2IiloUw,5
160,5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin,The Diary of Jane - Single Version,74,spotify:track:0faXHILILebCGnJBPU6KJJ,1
161,5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin,Awaken,71,spotify:track:7hr0WyhqQxrK3SQ9ZQxjTu,2
162,5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin,Breath,68,spotify:track:4JXfNOePhdgMOI7KZ1L25U,3
163,5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin,I Will Not Bow,69,spotify:track:2yXyz4NLTZx9CLdXfLTp5E,4
164,5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin,Dance With The Devil,66,spotify:track:10ASBwZsp7oUUDsJEYz3uS,5
165,65A714FqhSPjoFZeffQbTv,Lindemann,Steh auf,55,spotify:track:2cwwUYTPOEfz0pam6tiVZz,1
166,65A714FqhSPjoFZeffQbTv,Lindemann,Platz Eins,53,spotify:track:4kF5GADt85FeD8Y26RRyLY,2
167,65A714FqhSPjoFZeffQbTv,Lindemann,Knebel,52,spotify:track:1C1MRQAQSuYWXJKziMZWoR,3
168,65A714FqhSPjoFZeffQbTv,Lindemann,Ich weiß es nicht,51,spotify:track:22NDkUPSCwVbC3qtTV5JdA,4
169,65A714FqhSPjoFZeffQbTv,Lindemann,Praise Abort,50,spotify:track:1IHCEJ8tsYLYy7n65C0CVe,5
170,2VYQTNDsvvKN9wmU5W7xpj,Marilyn Manson,The Beautiful People,72,spotify:track:2aIB1CdRRG7YLBu9hNw9nR,1
171,2VYQTNDsvvKN9wmU5W7xpj,Marilyn Manson,Sweet Dreams (Are Made Of This),69,spotify:track:2302lUwfZ4S4dVyPOCDFnQ,2
172,2VYQTNDsvvKN9wmU5W7xpj,Marilyn Manson,Tainted Love,60,spotify:track:0ZeKQudydO2uQJpfr6gNC8,3
173,2VYQTNDsvvKN9wmU5W7xpj,Marilyn Manson,This Is The New Shit,60,spotify:track:5P13mfqn9o3ToFPTxowEgO,4
174,2VYQTNDsvvKN9wmU5W7xpj,Marilyn Manson,The Fight Song,62,spotify:track:6pfdW2NouUI3ZnugM7r0G0,5
175,4f5V3PQ66nIrBCqugJtaGn,Death,Voice of the Soul,55,spotify:track:69Yia3qCLw6N9U80WhLwLn,1
176,4f5V3PQ66nIrBCqugJtaGn,Death,Symbolic,50,spotify:track:0dpFb4qv92TE9R00Lq4SAW,2
177,4f5V3PQ66nIrBCqugJtaGn,Death,Crystal Mountain,50,spotify:track:0ItAcLSkUiePOmFGun3cSe,3
178,4f5V3PQ66nIrBCqugJtaGn,Death,Pull the Plug,51,spotify:track:2l0h4aBFLp9HdoaNdCTlbW,4
179,4f5V3PQ66nIrBCqugJtaGn,Death,Spirit Crusher,50,spotify:track:3sSonVXqDeoEFj2lM7mpYT,5
180,76S65NHJHrNy4JTrXHP2BH,Exodus,Blacklist,54,spotify:track:3iUJrkMilUVkUKtYZK7Th4,1
181,76S65NHJHrNy4JTrXHP2BH,Exodus,The Toxic Waltz,48,spotify:track:5ZOOjqoCaUydmo8bxSdosj,2
182,76S65NHJHrNy4JTrXHP2BH,Exodus,War Is My Shepherd,45,spotify:track:0ZvhRWvON9PFhIKwtZWDNB,3
183,76S65NHJHrNy4JTrXHP2BH,Exodus,The Beatings Will Continue (Until Morale Improves),44,spotify:track:2gjsFjDTVacpoZPfGYaddw,4
184,76S65NHJHrNy4JTrXHP2BH,Exodus,Bonded by Blood,43,spotify:track:2riiohLaKgMFlu4RQT1MPV,5
185,5imUS9dQyCbAjUEJJ9QyWC,Powerman 5000,When Worlds Collide,64,spotify:track:6aF5JtQSrh7wNrkDE9B0My,1
186,5imUS9dQyCbAjUEJJ9QyWC,Powerman 5000,Bombshell,52,spotify:track:2yY4ojg6wfEFBGVZoJuXqK,2
187,5imUS9dQyCbAjUEJJ9QyWC,Powerman 5000,Supernova Goes Pop,46,spotify:track:7rAEUdstP2ZU8MOPGbHug6,3
188,5imUS9dQyCbAjUEJJ9QyWC,Powerman 5000,Free,45,spotify:track:6G3waRixEIXegXfbRTaIqJ,4
189,5imUS9dQyCbAjUEJJ9QyWC,Powerman 5000,Nobody's Real,44,spotify:track:2VGf3YQ6Zfzb6YyDatYAcY,5
190,4MnZkh4dpNmTMPxkl4Ev5L,Symphony X,Without You,42,spotify:track:2YhaTZVlX8lgUTJQmPyTY5,1
191,4MnZkh4dpNmTMPxkl4Ev5L,Symphony X,Sea of Lies,38,spotify:track:4wGBhMe3RFJt1wIxtQYIBo,2
192,4MnZkh4dpNmTMPxkl4Ev5L,Symphony X,Paradise Lost,38,spotify:track:22sEfJxatkWlGVsqWKhtvY,3
193,4MnZkh4dpNmTMPxkl4Ev5L,Symphony X,When All Is Lost,37,spotify:track:68lu5r63e68LlUZ6snJEvI,4
194,4MnZkh4dpNmTMPxkl4Ev5L,Symphony X,Set the World on Fire (The Lie of Lies),37,spotify:track:6OZ6pBvrfCb6tRu6h2rzfG,5
195,0ybFZ2Ab08V8hueghSXm6E,Opeth,Windowpane,52,spotify:track:4uJSCrI7r0usNJ3aaHAuC6,1
196,0ybFZ2Ab08V8hueghSXm6E,Opeth,In My Time of Need,51,spotify:track:3WtsQAngIkmcNeqVeK3fXQ,2
197,0ybFZ2Ab08V8hueghSXm6E,Opeth,§1 - Radio Edit,48,spotify:track:1wkWkXCdHR4nGViHA3I9Yc,3
198,0ybFZ2Ab08V8hueghSXm6E,Opeth,Ghost of Perdition,50,spotify:track:0ppdt8zRZOHIKh4ZDB0Zp9,4
199,0ybFZ2Ab08V8hueghSXm6E,Opeth,Harvest,47,spotify:track:0fBPwRmfNmOdpNcxOoli9Q,5
200,4zvIE8a1h7L0IED4r4qKk1,John Petrucci,Glasgow Kiss,38,spotify:track:63sgFYtoXQRAN4tislSaWc,1
201,4zvIE8a1h7L0IED4r4qKk1,John Petrucci,Terminal Velocity,34,spotify:track:3FNoShKmJkVElO7J43RreL,2
202,4zvIE8a1h7L0IED4r4qKk1,John Petrucci,Happy Song,34,spotify:track:7BEQhzhNdQwHd9TE5Oti0U,3
203,4zvIE8a1h7L0IED4r4qKk1,John Petrucci,Temple Of Circadia,33,spotify:track:4DkdmrJ1P8v1PFZrBZIuoV,4
204,4zvIE8a1h7L0IED4r4qKk1,John Petrucci,Lost Without You,31,spotify:track:47rjlrHidiXawDCauP09b2,5
205,32Jb1X3wSmmoHj2epZReZA,Steve Vai,Ego Death (feat. Steve Vai),56,spotify:track:2B3D38o8GaXnZo6DnTyZ2m,1
206,32Jb1X3wSmmoHj2epZReZA,Steve Vai,For the Love of God,50,spotify:track:5m5I3KcV83zf2p2qbsnr3y,2
207,32Jb1X3wSmmoHj2epZReZA,Steve Vai,King of the World,29,spotify:track:67uxI2Q6SDurYBcYinmjKa,3
208,32Jb1X3wSmmoHj2epZReZA,Steve Vai,Tender Surrender,21,spotify:track:2eMPGG43Skmn0HcnRMP2Ph,4
209,32Jb1X3wSmmoHj2epZReZA,Steve Vai,Halo Theme Gungnir Mix,42,spotify:track:3I6BkHyFTFuSFkuItDJstN,5
210,0r1s1XoxdoXECGfyChzb2v,Liquid Tension Experiment,Acid Rain,40,spotify:track:7D1wLtyGaUppoqMleM6VqT,1
211,0r1s1XoxdoXECGfyChzb2v,Liquid Tension Experiment,Paradigm Shift,35,spotify:track:65IpX5n4xwWeoXQNdtXHos,2
212,0r1s1XoxdoXECGfyChzb2v,Liquid Tension Experiment,Universal Mind,34,spotify:track:5zNFTtuzuYNsGSfF3s1x7f,3
213,0r1s1XoxdoXECGfyChzb2v,Liquid Tension Experiment,The Passage of Time,32,spotify:track:0VqKNoxYKpZjfEGc3rVFY8,4
214,0r1s1XoxdoXECGfyChzb2v,Liquid Tension Experiment,Liquid Evolution,32,spotify:track:5LmNLowRv36pm4WfhsVrKN,5
215,4CzUzn54Cp9TQr6a7JIlMZ,Manowar,Warriors of the World United,57,spotify:track:02zclmxRto3GAUBdtV7D8i,1
216,4CzUzn54Cp9TQr6a7JIlMZ,Manowar,Kings of Metal,54,spotify:track:28TcG73tbc4iGrGBFjiBnR,2
217,4CzUzn54Cp9TQr6a7JIlMZ,Manowar,Fighting the World,51,spotify:track:2tjb6V24kf6sDUdEFNf3m9,3
218,4CzUzn54Cp9TQr6a7JIlMZ,Manowar,Heart of Steel,50,spotify:track:4YXhOackOMOlQTMAwsDHo6,4
219,4CzUzn54Cp9TQr6a7JIlMZ,Manowar,Hail and Kill,49,spotify:track:5HkvAtKEPDLmchWYmepqYB,5
220,1O8CSXsPwEqxcoBE360PPO,Stratovarius,Hunting High and Low,55,spotify:track:1vDJE9fE7FB8proknu3u8E,1
221,1O8CSXsPwEqxcoBE360PPO,Stratovarius,Black Diamond,53,spotify:track:1EoN7hqAsyuTUrBjJPzWJF,2
222,1O8CSXsPwEqxcoBE360PPO,Stratovarius,Eagleheart,49,spotify:track:0wC8UdkflVFiR95fL55Uzd,3
223,1O8CSXsPwEqxcoBE360PPO,Stratovarius,Unbreakable - Remastered,48,spotify:track:1IaQLINjiOCSv4INrrv0aS,4
224,1O8CSXsPwEqxcoBE360PPO,Stratovarius,Paradise,47,spotify:track:6ZbJnO5y5UvgnBD2WBWXGR,5
225,2o18h28enlHxj887tATc58,HammerFall,Hearts on Fire,60,spotify:track:0eV3PB3T0OxW4feG1DlOjQ,1
226,2o18h28enlHxj887tATc58,HammerFall,Last Man Standing,56,spotify:track:18S33odAheWBHbVAefiRLM,2
227,2o18h28enlHxj887tATc58,HammerFall,Any Means Necessary,52,spotify:track:0PyZiU4DnQ23rUjx01XlIh,3
228,2o18h28enlHxj887tATc58,HammerFall,At the End of the Rainbow,49,spotify:track:7K8tplxNrEPRR2wcc6y0xT,4
229,2o18h28enlHxj887tATc58,HammerFall,Blood Bound,48,spotify:track:1tedBknW0ryQX3Z5e7tGZg,5
230,3AGFqPP3gt5rMSvhR87Xxu,Edguy,King of Fools,48,spotify:track:4wEtmW6jIuPQ8NTYHbkOGm,1
231,3AGFqPP3gt5rMSvhR87Xxu,Edguy,Superheroes,45,spotify:track:33j9ZDRyZn5pre5kvZ65Nm,2
232,3AGFqPP3gt5rMSvhR87Xxu,Edguy,Vain Glory Opera,43,spotify:track:6EMTWm0HgzsvJiQQOqObEQ,3
233,3AGFqPP3gt5rMSvhR87Xxu,Edguy,Tears of a Mandrake,42,spotify:track:2soaqea9OtrB2gD36zNF6s,4
234,3AGFqPP3gt5rMSvhR87Xxu,Edguy,Rock Me Amadeus,38,spotify:track:0075v1NLfKBzSBvJauGCrF,5
235,6SLAMfhOi7UJI0fMztaK0m,Rainbow,Since You Been Gone,65,spotify:track:6xq5DxZWGgdStAxGAil0yw,1
236,6SLAMfhOi7UJI0fMztaK0m,Rainbow,The Temple Of The King,57,spotify:track:0gaMmmhGi5buPXpquSAfxg,2
237,6SLAMfhOi7UJI0fMztaK0m,Rainbow,Man On The Silver Mountain,55,spotify:track:52bzQkgk8TznulGvKOPQTK,3
238,6SLAMfhOi7UJI0fMztaK0m,Rainbow,Stargazer,53,spotify:track:1aDNYyeU62BuQsBAY18i48,4
239,6SLAMfhOi7UJI0fMztaK0m,Rainbow,Catch The Rainbow,52,spotify:track:7FtRUrOEDUHTvenvp1BqZo,5
240,3EhbVgyfGd7HkpsagwL9GS,Alice Cooper,Poison,71,spotify:track:5XcZRgJv3zMhTqCyESjQrF,1
241,3EhbVgyfGd7HkpsagwL9GS,Alice Cooper,School's Out,64,spotify:track:5Z8EDau8uNcP1E8JvmfkZe,2
242,3EhbVgyfGd7HkpsagwL9GS,Alice Cooper,No More Mr. Nice Guy,58,spotify:track:5D2eCwqbHcqOnfHOCM6TnV,3
243,3EhbVgyfGd7HkpsagwL9GS,Alice Cooper,Feed My Frankenstein,56,spotify:track:7LDTB4kVmrLCU5TqKjZnzm,4
244,3EhbVgyfGd7HkpsagwL9GS,Alice Cooper,I'm Eighteen,56,spotify:track:3YU9X8ryOR20beT7wOlDIJ,5
245,2AM4ilv6UzW0uMRuqKtDgN,ZZ Top,La Grange (2005 Remaster),78,spotify:track:0u6JFVn0KHHlidZxNL9gVE,1
246,2AM4ilv6UzW0uMRuqKtDgN,ZZ Top,Sharp Dressed Man (2008 Remaster),75,spotify:track:0bRNszTbTFLNlunAeh7eom,2
247,2AM4ilv6UzW0uMRuqKtDgN,ZZ Top,Gimme All Your Lovin',68,spotify:track:29uKzagduhFDTWPCjqaGOg,3
248,2AM4ilv6UzW0uMRuqKtDgN,ZZ Top,Tush (2006 Remaster),66,spotify:track:55WrYzR1SHfXeeU6DJbk3Y,4
249,2AM4ilv6UzW0uMRuqKtDgN,ZZ Top,Legs (2008 Remaster),60,spotify:track:11oBg7EA3BgPLWrIx4Rv7D,5
250,37394IP6uhnjIpsawpMu4l,Killswitch Engage,My Curse,66,spotify:track:6zKF4293k44ItKWJJgrhXv,1
251,37394IP6uhnjIpsawpMu4l,Killswitch Engage,The End of Heartache,61,spotify:track:2nUy0ifVE7UwtOK4rugFsP,2
252,37394IP6uhnjIpsawpMu4l,Killswitch Engage,This Fire,60,spotify:track:07ceEXOyS7ghQkyCOycXwP,3
253,37394IP6uhnjIpsawpMu4l,Killswitch Engage,Holy Diver,61,spotify:track:3a9urnht8HvfFzPwd0ipx6,4
254,37394IP6uhnjIpsawpMu4l,Killswitch Engage,In Due Time,55,spotify:track:1HlOGL1p6wlpOZatJ2NwFk,5
255,1caBfBEapzw8z2Qz9q0OaQ,Asking Alexandria,Alone In A Room,64,spotify:track:5Gw8owErJLfkNxWCSwPQKJ,1
256,1caBfBEapzw8z2Qz9q0OaQ,Asking Alexandria,Not The American Average,60,spotify:track:76LGCP0g9nVknR7HD2Jjyp,2
257,1caBfBEapzw8z2Qz9q0OaQ,Asking Alexandria,I Won't Give In,60,spotify:track:7scGzRwZMeHzFNuEJgnzvh,3
258,1caBfBEapzw8z2Qz9q0OaQ,Asking Alexandria,The Final Episode (Let's Change the Channel),59,spotify:track:01tsbILfgyMB1P3lc2cO7I,4
259,1caBfBEapzw8z2Qz9q0OaQ,Asking Alexandria,Moving On,58,spotify:track:44sLQYgTQgGD5vCaijG8s2,5
260,2zgG1GPDvjaBgxeQaVXI14,All That Remains,Two Weeks,59,spotify:track:0XT70Wk9pP8JZkmJhfntuL,1
261,2zgG1GPDvjaBgxeQaVXI14,All That Remains,What If I Was Nothing,57,spotify:track:28urem2KpSOkljclEk8X8G,2
262,2zgG1GPDvjaBgxeQaVXI14,All That Remains,Now Let Them Tremble,56,spotify:track:4e0UxWahq1WodcTzORiZCV,3
263,2zgG1GPDvjaBgxeQaVXI14,All That Remains,This Calling,56,spotify:track:2vH5Fy44mcCDUrUk0XbvfH,4
264,2zgG1GPDvjaBgxeQaVXI14,All That Remains,Six,53,spotify:track:3WRTADbL0criwvX6IQFex2,5
265,159qqlGwzE04xyqpfAwRLo,Parkway Drive,Prey,57,spotify:track:7lMFAK8dv0QkWpIlZcWQlJ,1
266,159qqlGwzE04xyqpfAwRLo,Parkway Drive,Carrion,56,spotify:track:0xfWKcNu13xxXQ2GT0P09M,2
267,159qqlGwzE04xyqpfAwRLo,Parkway Drive,Glitch,55,spotify:track:1jKH10ufuA4EzUCdobVxu0,3
268,159qqlGwzE04xyqpfAwRLo,Parkway Drive,The Void,55,spotify:track:5znIVOv7RucpCHGkbonySq,4
269,159qqlGwzE04xyqpfAwRLo,Parkway Drive,Vice Grip,54,spotify:track:0AHHDAHFRaT82UVw5fMr1R,5
270,34c4iQ5tkaZKu6Sv28BTde,Danzig,Mother,69,spotify:track:7txxAtOMwLLnQTpKeBL6bp,1
271,34c4iQ5tkaZKu6Sv28BTde,Danzig,Twist Of Cain,51,spotify:track:25ZH79eefRHT8CUo15UFjo,2
272,34c4iQ5tkaZKu6Sv28BTde,Danzig,Am I Demon,51,spotify:track:0kZpg64mTDk3V6jhGGEd7M,3
273,34c4iQ5tkaZKu6Sv28BTde,Danzig,Long Way Back From Hell,49,spotify:track:6sD2mCUjmi0S3PTKxdW1Lc,4
274,34c4iQ5tkaZKu6Sv28BTde,Danzig,Blood And Tears,49,spotify:track:1Gt07aYIpl5yJcTbH95s7v,5
275,6SER9tY2pDIDVWVf5Ql97B,Prong,"Snap Your Fingers, Snap Your Neck",51,spotify:track:7hgtn706RqLE5q1mWe8aQx,1
276,6SER9tY2pDIDVWVf5Ql97B,Prong,Whose Fist Is This Anyway?,36,spotify:track:5yBHLw5gTRaAWb04Y2pkwi,2
277,6SER9tY2pDIDVWVf5Ql97B,Prong,Revenge...Served Cold,33,spotify:track:42WyUbj8kCRhUoOc4A2F4B,3
278,6SER9tY2pDIDVWVf5Ql97B,Prong,Another Wordly Device,29,spotify:track:6n8MMAosWh6TtdXjm1Nf7G,4
279,6SER9tY2pDIDVWVf5Ql97B,Prong,Beg To Differ,29,spotify:track:2GI0AwCcgNFNWG2PT2CfnG,5
280,7JDSHlDdVTo7aZKdQZ53Vf,Static-X,Push It,62,spotify:track:6O7pihLJgeqxUnG7u9oYL2,1
281,7JDSHlDdVTo7aZKdQZ53Vf,Static-X,The Only,62,spotify:track:35ZmCVnfYRdK1iLGCxNhMa,2
282,7JDSHlDdVTo7aZKdQZ53Vf,Static-X,Cold - 2022 Remaster,49,spotify:track:6BZ5pRMvPfxsJLLeztmme5,3
283,7JDSHlDdVTo7aZKdQZ53Vf,Static-X,Skinnyman,50,spotify:track:6doZryBQYC5hQJdx1lyc2W,4
284,7JDSHlDdVTo7aZKdQZ53Vf,Static-X,I'm With Stupid,52,spotify:track:6uOzYMGucTA0MAFwS2FNB2,5
285,7HL4id2U7FSDJtfKQHMgQx,Cinderella,Don't Know What You Got (Till It's Gone),59,spotify:track:5QRs63VVKNaqUjg6XSSckM,1
286,7HL4id2U7FSDJtfKQHMgQx,Cinderella,Nobody's Fool,58,spotify:track:01Q4wU19hamqnhNjtuvTyI,2
287,7HL4id2U7FSDJtfKQHMgQx,Cinderella,Gypsy Road,57,spotify:track:2F8Glc7r4mHHSCEegD4Ju1,3
288,7HL4id2U7FSDJtfKQHMgQx,Cinderella,Shake Me,55,spotify:track:1Qjpl8Kav6rrO92ZuG0OK8,4
289,7HL4id2U7FSDJtfKQHMgQx,Cinderella,Somebody Save Me,52,spotify:track:3fjiaIx6KFssAz3C8TaUec,5
290,7HLvzuM9p11k9lUQfSM4Rq,Warrant,Cherry Pie,61,spotify:track:18ESXa5mEm1V4Pkt5GSXWx,1
291,7HLvzuM9p11k9lUQfSM4Rq,Warrant,Heaven,57,spotify:track:2dEgwtRjYl6TJkIwjRwn6z,2
292,7HLvzuM9p11k9lUQfSM4Rq,Warrant,Uncle Tom's Cabin,48,spotify:track:01EE19A34FoehGnVosOFes,3
293,7HLvzuM9p11k9lUQfSM4Rq,Warrant,Sometimes She Cries,48,spotify:track:0m5RdyFFcOKhut3sGkeWHG,4
294,7HLvzuM9p11k9lUQfSM4Rq,Warrant,Down Boys,46,spotify:track:0dw3dXWx6dgp7Ri3HeDBUq,5
295,6H1RjVyNruCmrBEWRbD0VZ,Def Leppard,Pour Some Sugar On Me - Remastered 2017,72,spotify:track:0PdM2a6oIjqepoEfcJo0RO,1
296,6H1RjVyNruCmrBEWRbD0VZ,Def Leppard,Hysteria,69,spotify:track:2PFIZFcGry0po3ZfRZkzKc,2
297,6H1RjVyNruCmrBEWRbD0VZ,Def Leppard,Photograph,66,spotify:track:18URo35acNKRTHfEdjTcGn,3
298,6H1RjVyNruCmrBEWRbD0VZ,Def Leppard,Love Bites - Remastered 2017,62,spotify:track:3Dfy8YIxq89i84t108TvMi,4
299,6H1RjVyNruCmrBEWRbD0VZ,Def Leppard,Animal,64,spotify:track:4qjscZh4jfhkpcQG4ZQfi2,5
300,3pulcT2wt7FEG10lQlqDJL,Amon Amarth,Twilight Of The Thunder God,58,spotify:track:5u3l2TONYacJgmRPQVaF9y,1
301,3pulcT2wt7FEG10lQlqDJL,Amon Amarth,Raise Your Horns,56,spotify:track:6ypKaenmVXMCXvlkfYOpjf,2
302,3pulcT2wt7FEG10lQlqDJL,Amon Amarth,Put Your Back Into The Oar,55,spotify:track:4fY2JR0REUiykvzRw61sk9,3
303,3pulcT2wt7FEG10lQlqDJL,Amon Amarth,Guardians Of Asgaard,55,spotify:track:2DR9AzDhYeStkHupvU08FC,4
304,3pulcT2wt7FEG10lQlqDJL,Amon Amarth,The Pursuit Of Vikings,54,spotify:track:0sObxZUKqdPfgjG9ahSlP5,5
305,1xUhNgw4eJDZfvumIpcz1B,Children Of Bodom,Are You Dead Yet?,56,spotify:track:52s05aBQd2LVc6EWIQCQI1,1
306,1xUhNgw4eJDZfvumIpcz1B,Children Of Bodom,Needled 24 / 7,48,spotify:track:1aKrYw2i1mWRPMOUUe3dT8,2
307,1xUhNgw4eJDZfvumIpcz1B,Children Of Bodom,If You Want Peace... Prepare For War,48,spotify:track:43NEu8Y1AiHMtjsDiBS64T,3
308,1xUhNgw4eJDZfvumIpcz1B,Children Of Bodom,Oops!...I Did It Again,48,spotify:track:06wKZYu5dpve2WRS5O34MI,4
309,1xUhNgw4eJDZfvumIpcz1B,Children Of Bodom,In Your Face,46,spotify:track:06aAaOhylOXXBRDZW4NyP2,5
310,57ylwQTnFnIhJh4nu4rxCs,In Flames,Only for the Weak,62,spotify:track:0JBQnLKfLXmlkquabLtAgd,1
311,57ylwQTnFnIhJh4nu4rxCs,In Flames,Meet Your Maker,59,spotify:track:5qZMqZspIglsy4SJxtJt0S,2
312,57ylwQTnFnIhJh4nu4rxCs,In Flames,The Jester's Dance,58,spotify:track:5qEZvemAAeZ8E9KmyyGaLe,3
313,57ylwQTnFnIhJh4nu4rxCs,In Flames,I Am Above,55,spotify:track:2t1G0rDxUY9zjML3f5mObb,4
314,57ylwQTnFnIhJh4nu4rxCs,In Flames,Cloud Connected,57,spotify:track:7fw1s9GkS288i2HQxMMlas,5
315,4jpaXieuls7LVzG1uma5Rs,Avatar,The Dirt I'm Buried In,55,spotify:track:4OjAxkNVwleUdCUS098eBw,1
316,4jpaXieuls7LVzG1uma5Rs,Avatar,Hail the Apocalypse,52,spotify:track:0PMxzdeOobkZzeSGVV8jo9,2
317,4jpaXieuls7LVzG1uma5Rs,Avatar,The Eagle Has Landed,46,spotify:track:1gDRnCCl3s5Lr7rBFYVbRU,3
318,4jpaXieuls7LVzG1uma5Rs,Avatar,Let It Burn,51,spotify:track:0tPkGeymvg02oRCbrEHr2l,4
319,4jpaXieuls7LVzG1uma5Rs,Avatar,Bloody Angel,49,spotify:track:2cQkslUQT9nyvmMNTftd4S,5
